qid,question,answer,match1,num_evidence,num_gt_img,gt_img_idx,gt_steps,traj_id,match2,match3,match4,match_sum
floorplan210_25_865_1747054518_q4,Is CreditCard on the Ottoman?,['No'],0.0,2,2,"[1, 1183]","[0, 864]",floorplan210_25_865_1747054518,0.0,1.0,1.0,1.0
floorplan210_20_824_1747026868_q28,Where did you move the Pillow from the Sofa?,['Ottoman'],1.0,2,4,"[833, 834, 853, 854]","[631, 645]",floorplan210_20_824_1747026868,0.0,0.0,0.0,1.0
floorplan204_25_861_1747031544_q30,Is CellPhone on the CoffeeTable?,['No'],1.0,2,2,"[1, 1058]","[0, 757]",floorplan204_25_861_1747031544,0.0,1.0,0.0,2.0
floorplan201_12_445_1746046052_q18,Where did you move the Vase from the SideTable?,['CoffeeTable'],1.0,2,4,"[168, 169, 206, 207]","[117, 149]",floorplan201_12_445_1746046052,0.0,0.0,0.0,1.0
floorplan211_27_719_1746910536_q32,Where did you move the CellPhone from the Sofa?,['SideTable'],0.0,2,4,"[286, 287, 308, 309]","[196, 212]",floorplan211_27_719_1746910536,0.0,1.0,1.0,1.0
floorplan303_27_719_1746840170_q50,Where did you move the CD from the Dresser?,['Shelf'],0.0,2,4,"[1005, 1006, 1026, 1027]","[705, 718]",floorplan303_27_719_1746840170,0.0,1.0,1.0,1.0
floorplan28_17_440_1745299490_q45,Where did you move the Knife from the CounterTop?,['Sink'],0.0,2,4,"[550, 551, 585, 586]","[384, 407]",floorplan28_17_440_1745299490,0.0,1.0,0.0,1.0
floorplan7_12_471_1744791924_q29,Where did you move the Bread from the DiningTable?,['Fridge'],0.0,2,4,"[511, 512, 550, 551]","[377, 404]",floorplan7_12_471_1744791924,1.0,1.0,1.0,2.0
floorplan229_18_614_1747089320_q11,Where did you move the KeyChain from the ArmChair?,['Sofa'],0.0,2,4,"[98, 99, 129, 130]","[66, 89]",floorplan229_18_614_1747089320,0.0,1.0,0.0,1.0
floorplan7_16_562_1747133949_q35,Is Tomato on the CounterTop?,['No'],1.0,2,2,"[1, 731]","[0, 532]",floorplan7_16_562_1747133949,0.0,1.0,1.0,2.0
floorplan303_30_832_1746979469_q58,Where did you move the TennisRacket from the Ground?,['SideTable'],0.0,2,4,"[1145, 1146, 1176, 1177]","[808, 831]",floorplan303_30_832_1746979469,1.0,1.0,1.0,2.0
floorplan218_14_708_1746911462_q17,Where did you move the CreditCard from the CoffeeTable?,['Sofa'],0.0,2,4,"[923, 924, 938, 939]","[698, 707]",floorplan218_14_708_1746911462,1.0,1.0,1.0,2.0
floorplan9_31_693_1747150877_q25,Where did you move the Mug from the CounterTop?,['Fridge'],0.0,2,4,"[135, 136, 161, 162]","[90, 108]",floorplan9_31_693_1747150877,0.0,1.0,1.0,1.0
floorplan229_21_735_1746921416_q5,Is Book on the SideTable?,['No'],1.0,2,2,"[1, 831]","[0, 613]",floorplan229_21_735_1746921416,1.0,1.0,0.0,3.0
floorplan229_18_614_1747089320_q20,Where did you move the Book from the ArmChair?,['CoffeeTable'],0.0,2,4,"[212, 213, 230, 231]","[146, 160]",floorplan229_18_614_1747089320,0.0,1.0,0.0,1.0
floorplan26_30_702_1747072764_q55,Where did you move the Egg from the DiningTable?,['Fridge'],0.0,2,4,"[958, 959, 979, 980]","[641, 658]",floorplan26_30_702_1747072764,0.0,1.0,1.0,1.0
floorplan201_12_483_1744793947_q2,Where was Plate before you put it to CoffeeTable?,['DiningTable'],0.0,2,4,"[638, 639, 667, 668]","[459, 482]",floorplan201_12_483_1744793947,1.0,0.0,0.0,1.0
floorplan211_27_719_1746910536_q41,Where did you move the Statue from the TVStand?,['CoffeeTable'],1.0,2,4,"[340, 341, 353, 354]","[237, 246]",floorplan211_27_719_1746910536,0.0,1.0,0.0,2.0
floorplan201_20_714_1746850044_q4,Is RemoteControl on the TVStand?,['No'],1.0,2,2,"[1, 921]","[0, 680]",floorplan201_20_714_1746850044,1.0,1.0,1.0,3.0
floorplan209_25_782_1747045307_q27,Where did you move the Watch from the CoffeeTable?,['SideTable'],0.0,2,4,"[339, 340, 363, 364]","[241, 259]",floorplan209_25_782_1747045307,1.0,0.0,0.0,1.0
floorplan227_23_699_1746879051_q10,Where was KeyChain before you put it to ArmChair?,['DiningTable'],0.0,2,4,"[558, 559, 608, 609]","[385, 425]",floorplan227_23_699_1746879051,1.0,0.0,0.0,1.0
floorplan303_28_811_1747035692_q18,Is Pencil on the SideTable?,['No'],1.0,2,2,"[1, 1003]","[0, 706]",floorplan303_28_811_1747035692,1.0,1.0,0.0,3.0
floorplan230_17_755_1747026012_q18,Where did you move the Plate from the CoffeeTable?,['DiningTable'],0.0,2,4,"[335, 336, 371, 372]","[230, 256]",floorplan230_17_755_1747026012,0.0,1.0,0.0,1.0
floorplan323_12_471_1744538860_q19,Where was Pencil before you put it to Dresser?,['Desk'],0.0,2,4,"[594, 595, 627, 628]","[443, 470]",floorplan323_12_471_1744538860,1.0,0.0,0.0,1.0
floorplan223_15_437_1746024482_q12,Where did you move the Vase from the TVStand?,['CoffeeTable'],1.0,2,4,"[192, 193, 220, 221]","[136, 154]",floorplan223_15_437_1746024482,0.0,1.0,0.0,2.0
floorplan209_20_584_1745084716_q11,How many times did you move Book?,[3],0.0,3,6,"[54, 55, 191, 192, 319, 320]","[37, 148, 232]",floorplan209_20_584_1745084716,1.0,0.0,0.0,1.0
floorplan323_19_730_1746848930_q33,Is CD on the SideTable?,['No'],0.0,2,2,"[557, 866]","[422, 651]",floorplan323_19_730_1746848930,0.0,1.0,0.0,1.0
floorplan311_20_802_1747029800_q24,Where did you move the RemoteControl from the ArmChair?,['SideTable'],0.0,2,4,"[319, 320, 340, 341]","[233, 250]",floorplan311_20_802_1747029800,0.0,1.0,1.0,1.0
floorplan204_25_861_1747031544_q22,Is RemoteControl on the Shelf?,['No'],1.0,2,2,"[930, 1197]","[664, 860]",floorplan204_25_861_1747031544,0.0,1.0,0.0,2.0
floorplan201_24_804_1746980690_q5,Is Bowl on the DiningTable?,['No'],1.0,2,2,"[1, 881]","[0, 638]",floorplan201_24_804_1746980690,1.0,1.0,0.0,3.0
floorplan211_17_433_1745422978_q6,Where did you move the CellPhone from the TVStand?,['CoffeeTable'],0.0,2,4,"[11, 12, 23, 24]","[7, 15]",floorplan211_17_433_1745422978,0.0,1.0,1.0,1.0
floorplan13_16_427_1745291369_q45,Where did you move the Egg from the Sink?,['CounterTop'],0.0,2,4,"[350, 351, 382, 383]","[243, 267]",floorplan13_16_427_1745291369,0.0,1.0,0.0,1.0
floorplan323_19_730_1746848930_q22,Where was CreditCard before you put it to Dresser?,['Desk'],0.0,2,4,"[398, 399, 431, 432]","[300, 327]",floorplan323_19_730_1746848930,1.0,0.0,0.0,1.0
floorplan26_30_702_1747072764_q7,Where did you move the Lettuce from the DiningTable?,['Fridge'],0.0,2,4,"[16, 17, 35, 36]","[10, 25]",floorplan26_30_702_1747072764,0.0,1.0,1.0,1.0
floorplan227_15_448_1746001612_q2,Where was KeyChain before you put it to Sofa?,['DiningTable'],0.0,2,4,"[375, 376, 402, 403]","[263, 280]",floorplan227_15_448_1746001612,1.0,0.0,0.0,1.0
floorplan218_11_472_1746000725_q30,Where did you move the CreditCard from the Dresser?,['SideTable'],0.0,2,4,"[264, 265, 277, 278]","[194, 203]",floorplan218_11_472_1746000725,1.0,1.0,1.0,2.0
floorplan7_12_471_1744791924_q11,Is Tomato on the Ground?,['No'],1.0,2,2,"[1, 420]","[0, 311]",floorplan7_12_471_1744791924,1.0,1.0,1.0,3.0
floorplan7_13_494_1744636544_q38,Where did you move the Potato from the Ground?,['DiningTable'],1.0,2,4,"[588, 589, 627, 628]","[431, 462]",floorplan7_13_494_1744636544,1.0,0.0,1.0,2.0
floorplan9_31_693_1747150877_q15,Where was ButterKnife before you put it to Cabinet?,['Sink'],0.0,2,4,"[242, 243, 303, 304]","[158, 199]",floorplan9_31_693_1747150877,1.0,0.0,0.0,1.0
floorplan9_31_693_1747150877_q5,Where did you move the Potato from the Fridge?,['CounterTop'],0.0,2,4,"[24, 25, 40, 41]","[18, 30]",floorplan9_31_693_1747150877,1.0,1.0,0.0,2.0
floorplan28_17_440_1745299490_q17,How many times did you move Mug?,[2],0.0,2,4,"[14, 15, 511, 512]","[10, 360]",floorplan28_17_440_1745299490,1.0,1.0,0.0,2.0
floorplan218_13_551_1746888708_q11,Is Statue on the Dresser?,['No'],1.0,2,2,"[1, 757]","[0, 550]",floorplan218_13_551_1746888708,1.0,1.0,1.0,3.0
floorplan210_11_520_1745420423_q11,Where was CreditCard before you put it to Sofa?,['CoffeeTable'],0.0,2,4,"[380, 381, 420, 421]","[294, 324]",floorplan210_11_520_1745420423,1.0,0.0,1.0,1.0
floorplan306_15_455_1746260330_q15,How many times did you move CD?,[4],0.0,4,8,"[73, 74, 218, 219, 448, 449, 612, 613]","[52, 147, 306, 430]",floorplan306_15_455_1746260330,0.0,1.0,0.0,1.0
floorplan323_19_730_1746848930_q23,Where did you move the CreditCard from the Desk?,['SideTable'],1.0,2,4,"[307, 308, 349, 350]","[238, 270]",floorplan323_19_730_1746848930,0.0,0.0,0.0,1.0
floorplan314_16_421_1744810639_q18,Is BasketBall on the Ground?,['No'],1.0,2,2,"[1, 475]","[0, 328]",floorplan314_16_421_1744810639,1.0,1.0,1.0,3.0
floorplan306_15_455_1746260330_q4,Where did you move the Pen from the Drawer?,['Desk'],0.0,2,4,"[23, 24, 41, 42]","[19, 29]",floorplan306_15_455_1746260330,1.0,0.0,0.0,1.0
floorplan211_24_728_1747232896_q6,Is Statue on the Shelf?,['No'],1.0,2,2,"[1, 613]","[0, 435]",floorplan211_24_728_1747232896,1.0,1.0,1.0,3.0
floorplan7_23_794_1747205386_q52,Where did you move the Tomato from the DiningTable?,['CounterTop'],0.0,2,4,"[846, 847, 873, 874]","[608, 628]",floorplan7_23_794_1747205386,1.0,0.0,0.0,1.0
floorplan218_10_567_1745407406_q11,Where was Plate before you put it to SideTable?,['DiningTable'],0.0,2,4,"[421, 422, 507, 508]","[324, 394]",floorplan218_10_567_1745407406,1.0,0.0,0.0,1.0
floorplan9_20_418_1744602985_q39,Is Potato in the Microwave?,['No'],0.0,2,2,"[390, 657]","[242, 417]",floorplan9_20_418_1744602985,0.0,1.0,0.0,1.0
floorplan210_17_453_1745408324_q17,Is KeyChain on the Ottoman?,['No'],1.0,2,2,"[110, 581]","[79, 409]",floorplan210_17_453_1745408324,0.0,1.0,1.0,2.0
floorplan210_11_520_1745420423_q10,How many times did you move Watch?,[2],1.0,2,4,"[37, 38, 244, 245]","[31, 193]",floorplan210_11_520_1745420423,0.0,1.0,0.0,2.0
floorplan223_26_749_1746930005_q3,Where did you move the Statue from the DiningTable?,['CoffeeTable'],0.0,2,4,"[21, 22, 51, 52]","[13, 33]",floorplan223_26_749_1746930005,1.0,0.0,0.0,1.0
floorplan311_13_434_1746113811_q9,Is CD on the CounterTop?,['No'],0.0,2,2,"[57, 162]","[46, 121]",floorplan311_13_434_1746113811,0.0,1.0,0.0,1.0
floorplan210_26_769_1746905698_q5,Is RemoteControl on the Ottoman?,['No'],1.0,2,2,"[35, 829]","[22, 596]",floorplan210_26_769_1746905698,0.0,1.0,0.0,2.0
floorplan207_18_414_1745999762_q18,Is Watch on the TVStand?,['No'],1.0,2,2,"[1, 532]","[0, 366]",floorplan207_18_414_1745999762,0.0,1.0,0.0,2.0
floorplan201_12_445_1746046052_q25,Is Newspaper on the ArmChair?,['No'],1.0,2,2,"[390, 468]","[279, 337]",floorplan201_12_445_1746046052,0.0,0.0,0.0,1.0
floorplan230_11_498_1745411198_q22,Where was Watch before you put it to DiningTable?,['CoffeeTable'],0.0,2,4,"[631, 632, 681, 682]","[459, 497]",floorplan230_11_498_1745411198,1.0,0.0,0.0,1.0
floorplan18_18_657_1747219088_q31,Is ButterKnife on the CounterTop?,['No'],1.0,2,2,"[1, 918]","[0, 656]",floorplan18_18_657_1747219088,1.0,1.0,1.0,3.0
floorplan28_17_440_1745299490_q13,Is Mug on the DiningTable?,['No'],1.0,2,2,"[1, 532]","[0, 372]",floorplan28_17_440_1745299490,1.0,1.0,1.0,3.0
floorplan221_27_826_1746972286_q55,Is Laptop on the Sofa?,['No'],1.0,2,2,"[1106, 1161]","[759, 797]",floorplan221_27_826_1746972286,1.0,1.0,0.0,3.0
floorplan210_13_423_1745411371_q21,Is Statue on the CoffeeTable?,['No'],0.0,2,2,"[255, 415]","[188, 311]",floorplan210_13_423_1745411371,0.0,1.0,0.0,1.0
floorplan221_27_826_1746972286_q50,Where was Laptop before you put it to DiningTable?,['Sofa'],0.0,2,4,"[1131, 1132, 1160, 1161]","[776, 797]",floorplan221_27_826_1746972286,0.0,1.0,0.0,1.0
floorplan229_13_440_1745435267_q19,Where did you move the Book from the Sofa?,['ArmChair'],0.0,2,4,"[289, 290, 320, 321]","[206, 229]",floorplan229_13_440_1745435267,0.0,1.0,0.0,1.0
floorplan229_22_756_1746788037_q25,Where was KeyChain before you put it to CoffeeTable?,['Sofa'],0.0,2,4,"[775, 776, 799, 800]","[565, 581]",floorplan229_22_756_1746788037,1.0,0.0,0.0,1.0
floorplan229_27_853_1747097312_q50,How many times did you move WateringCan?,[2],0.0,2,4,"[632, 633, 995, 996]","[446, 709]",floorplan229_27_853_1747097312,0.0,1.0,0.0,1.0
floorplan211_32_841_1747100482_q30,Is Newspaper on the CoffeeTable?,['No'],1.0,2,2,"[1, 908]","[0, 633]",floorplan211_32_841_1747100482,1.0,1.0,0.0,3.0
floorplan323_12_521_1746288027_q21,Where did you move the CellPhone from the Bed?,['SideTable'],0.0,2,4,"[505, 506, 521, 522]","[386, 396]",floorplan323_12_521_1746288027,1.0,0.0,0.0,1.0
floorplan215_13_445_1745958202_q28,Is Newspaper on the Shelf?,['No'],0.0,2,2,"[1, 542]","[0, 400]",floorplan215_13_445_1745958202,1.0,1.0,0.0,2.0
floorplan230_11_508_1745981974_q26,Where did you move the KeyChain from the CoffeeTable?,['Sofa'],0.0,2,4,"[605, 606, 625, 626]","[444, 458]",floorplan230_11_508_1745981974,0.0,1.0,0.0,1.0
floorplan311_11_446_1744821200_q4,Where was RemoteControl before you put it to Dresser?,['DiningTable'],0.0,2,4,"[310, 311, 337, 338]","[226, 245]",floorplan311_11_446_1744821200,1.0,0.0,0.0,1.0
floorplan13_16_427_1745291369_q44,Where was Egg before you put it to GarbageCan?,['Sink'],1.0,2,4,"[382, 383, 422, 423]","[267, 294]",floorplan13_16_427_1745291369,1.0,1.0,0.0,3.0
floorplan303_27_699_1746943704_q4,Is Mug on the Desk?,['No'],0.0,2,2,"[38, 929]","[27, 642]",floorplan303_27_699_1746943704,0.0,1.0,0.0,1.0
floorplan13_16_427_1745291369_q25,Where was Spoon before you put it to Sink?,['CounterTop'],0.0,2,4,"[226, 227, 249, 250]","[155, 170]",floorplan13_16_427_1745291369,1.0,0.0,0.0,1.0
floorplan18_12_465_1745198823_q28,Where was Potato before you put it to Microwave?,['DiningTable'],0.0,2,4,"[532, 533, 576, 577]","[370, 404]",floorplan18_12_465_1745198823,1.0,0.0,0.0,1.0
floorplan201_12_493_1745419940_q22,Where was TissueBox before you put it to DiningTable?,['TVStand'],0.0,2,4,"[626, 627, 673, 674]","[457, 492]",floorplan201_12_493_1745419940,0.0,1.0,0.0,1.0
floorplan323_19_932_1747200603_q3,Where did you move the Pen from the GarbageCan?,['Desk'],0.0,2,4,"[28, 29, 49, 50]","[22, 35]",floorplan323_19_932_1747200603,1.0,0.0,1.0,1.0
floorplan218_15_787_1747025912_q18,Where was Statue before you put it to SideTable?,['DiningTable'],0.0,2,4,"[667, 668, 706, 707]","[497, 526]",floorplan218_15_787_1747025912,1.0,0.0,0.0,1.0
floorplan28_17_440_1745299490_q10,Where did you move the Mug from the CoffeeMachine?,['DiningTable'],0.0,2,4,"[13, 14, 37, 38]","[9, 27]",floorplan28_17_440_1745299490,1.0,1.0,0.0,2.0
floorplan213_25_705_1746974789_q23,Is Book on the ArmChair?,['No'],0.0,2,2,"[467, 733]","[335, 536]",floorplan213_25_705_1746974789,0.0,1.0,0.0,1.0
floorplan9_31_709_1747114738_q37,Is Spatula on the DiningTable?,['No'],0.0,2,2,"[266, 941]","[172, 616]",floorplan9_31_709_1747114738,0.0,1.0,0.0,1.0
floorplan215_13_446_1745401264_q26,Where did you move the Watch from the Shelf?,['SideTable'],0.0,2,4,"[360, 361, 378, 379]","[269, 281]",floorplan215_13_446_1745401264,1.0,1.0,1.0,2.0
floorplan204_25_861_1747031544_q37,Where did you move the Laptop from the Sofa?,['DiningTable'],1.0,2,4,"[1075, 1076, 1123, 1124]","[768, 808]",floorplan204_25_861_1747031544,0.0,1.0,0.0,2.0
floorplan7_23_794_1747205386_q36,Is DishSponge on the CounterTop?,['No'],1.0,2,2,"[1, 847]","[0, 608]",floorplan7_23_794_1747205386,1.0,1.0,0.0,3.0
floorplan7_12_471_1744791924_q22,Is Spoon on the CounterTop?,['No'],1.0,2,2,"[339, 638]","[257, 470]",floorplan7_12_471_1744791924,0.0,1.0,0.0,2.0
floorplan305_17_436_1744353928_q28,Is CD in the GarbageCan?,['No'],1.0,2,2,"[489, 622]","[343, 435]",floorplan305_17_436_1744353928,0.0,1.0,1.0,2.0
floorplan314_17_418_1744520906_q32,Where did you move the CD from the Drawer?,['Desk'],0.0,2,4,"[473, 474, 490, 491]","[327, 336]",floorplan314_17_418_1744520906,1.0,0.0,0.0,1.0
floorplan22_24_419_1745155479_q36,Is DishSponge in the Sink?,['No'],1.0,2,2,"[1, 537]","[0, 344]",floorplan22_24_419_1745155479,0.0,1.0,1.0,2.0
floorplan303_27_719_1746840170_q52,How many times did you move Cloth?,[2],0.0,2,4,"[611, 612, 738, 739]","[431, 519]",floorplan303_27_719_1746840170,1.0,1.0,0.0,2.0
floorplan311_20_802_1747029800_q19,Is KeyChain on the CounterTop?,['No'],0.0,2,2,"[832, 1096]","[603, 800]",floorplan311_20_802_1747029800,1.0,1.0,0.0,2.0
floorplan204_12_454_1746034353_q23,Where did you move the Vase from the Desk?,['CoffeeTable'],1.0,2,4,"[223, 224, 244, 245]","[163, 180]",floorplan204_12_454_1746034353,1.0,0.0,0.0,2.0
floorplan207_13_424_1744784737_q4,Is Watch on the Shelf?,['No'],1.0,2,2,"[105, 538]","[68, 381]",floorplan207_13_424_1744784737,0.0,1.0,1.0,2.0
floorplan204_19_720_1746870949_q24,Is KeyChain on the Desk?,['No'],1.0,2,2,"[1, 984]","[0, 719]",floorplan204_19_720_1746870949,1.0,1.0,0.0,3.0
floorplan305_30_633_1745061112_q17,Where did you move the CD from the Shelf?,['Desk'],0.0,2,4,"[212, 213, 222, 223]","[144, 150]",floorplan305_30_633_1745061112,1.0,1.0,1.0,2.0
floorplan210_26_769_1746905698_q22,Is Pillow on the ArmChair?,['No'],1.0,2,2,"[182, 933]","[120, 668]",floorplan210_26_769_1746905698,0.0,1.0,0.0,2.0
floorplan11_24_422_1744641083_q25,How many times did you move Knife?,[3],0.0,3,6,"[138, 139, 257, 258, 616, 617]","[96, 170, 413]",floorplan11_24_422_1744641083,0.0,1.0,0.0,1.0
floorplan210_26_769_1746905698_q19,Where did you move the Pillow from the ArmChair?,['Sofa'],0.0,2,4,"[163, 164, 181, 182]","[108, 120]",floorplan210_26_769_1746905698,0.0,1.0,0.0,1.0
floorplan28_17_440_1745299490_q14,Is Mug in the CoffeeMachine?,['No'],1.0,2,2,"[38, 532]","[27, 372]",floorplan28_17_440_1745299490,0.0,1.0,0.0,2.0
floorplan201_19_686_1746847543_q16,Is Pen on the DiningTable?,['No'],1.0,2,2,"[243, 806]","[175, 595]",floorplan201_19_686_1746847543,1.0,1.0,1.0,3.0
floorplan303_28_811_1747035692_q48,Is CD on the Shelf?,['No'],0.0,2,2,"[865, 1050]","[605, 740]",floorplan303_28_811_1747035692,0.0,1.0,0.0,1.0
floorplan7_13_494_1744636544_q15,Is Book on the CounterTop?,['No'],0.0,2,2,"[1, 516]","[0, 376]",floorplan7_13_494_1744636544,1.0,1.0,0.0,2.0
floorplan303_30_832_1746979469_q31,Is Cloth on the SideTable?,['No'],0.0,2,2,"[896, 968]","[637, 687]",floorplan303_30_832_1746979469,1.0,0.0,0.0,1.0
floorplan218_11_511_1746023560_q17,Where did you move the Newspaper from the Sofa?,['DiningTable'],1.0,2,4,"[310, 311, 370, 371]","[232, 280]",floorplan218_11_511_1746023560,1.0,1.0,0.0,3.0
floorplan211_29_729_1746916895_q26,Is CellPhone on the Shelf?,['No'],1.0,2,2,"[231, 625]","[159, 434]",floorplan211_29_729_1746916895,0.0,0.0,0.0,1.0
floorplan227_25_773_1746867246_q36,Is Newspaper on the DiningTable?,['No'],0.0,2,2,"[274, 744]","[198, 533]",floorplan227_25_773_1746867246,0.0,1.0,0.0,1.0
floorplan218_15_815_1747046962_q5,Where did you move the CellPhone from the SideTable?,['CoffeeTable'],0.0,2,4,"[24, 25, 63, 64]","[18, 47]",floorplan218_15_815_1747046962,1.0,0.0,0.0,1.0
floorplan204_11_488_1746010864_q17,Is CellPhone on the Sofa?,['No'],1.0,2,2,"[1, 626]","[0, 448]",floorplan204_11_488_1746010864,1.0,1.0,1.0,3.0
floorplan11_24_422_1744641083_q40,Where did you move the DishSponge from the GarbageCan?,['CounterTop'],1.0,2,4,"[407, 408, 426, 427]","[272, 283]",floorplan11_24_422_1744641083,0.0,1.0,0.0,2.0
floorplan9_31_693_1747150877_q28,Is Tomato on the DiningTable?,['No'],1.0,2,2,"[783, 1063]","[511, 692]",floorplan9_31_693_1747150877,0.0,1.0,0.0,2.0
floorplan306_15_455_1746260330_q33,Is AlarmClock on the Shelf?,['No'],1.0,2,2,"[1, 609]","[0, 427]",floorplan306_15_455_1746260330,0.0,1.0,0.0,2.0
floorplan9_20_418_1744602985_q50,Where did you move the Bowl from the CounterTop?,['Cabinet'],0.0,2,4,"[607, 608, 625, 626]","[385, 395]",floorplan9_20_418_1744602985,0.0,1.0,1.0,1.0
floorplan7_23_794_1747205386_q6,What objects were in Fridge?,"['Cup', 'Pan', 'Mug']",0.3333333333333333,3,1,[1029],"[739, 739, 739]",floorplan7_23_794_1747205386,0.3333333333333333,0.0,0.0,0.6666666666666666
floorplan210_27_795_1747100232_q31,Is Box on the Ottoman?,['No'],1.0,2,2,"[611, 1053]","[444, 756]",floorplan210_27_795_1747100232,0.0,1.0,0.0,2.0
floorplan211_20_616_1744949025_q26,Is Newspaper on the TVStand?,['No'],0.0,2,2,"[1, 877]","[0, 615]",floorplan211_20_616_1744949025,0.0,1.0,0.0,1.0
floorplan229_27_853_1747097312_q44,Is WateringCan on the CoffeeTable?,['No'],1.0,2,2,"[670, 1022]","[473, 729]",floorplan229_27_853_1747097312,0.0,0.0,1.0,1.0
floorplan215_13_445_1745958202_q34,Where did you move the WateringCan from the Shelf?,['SideTable'],0.0,2,4,"[450, 451, 468, 469]","[332, 344]",floorplan215_13_445_1745958202,1.0,1.0,0.0,2.0
floorplan28_17_440_1745299490_q47,Where did you move the Apple from the CounterTop?,['SideTable'],0.0,2,4,"[596, 597, 629, 630]","[414, 439]",floorplan28_17_440_1745299490,1.0,1.0,0.0,2.0
floorplan9_31_693_1747150877_q29,Is Tomato in the GarbageCan?,['No'],1.0,2,2,"[981, 1063]","[636, 692]",floorplan9_31_693_1747150877,0.0,1.0,0.0,2.0
floorplan213_18_565_1747094057_q29,Where was CreditCard before you put it to ArmChair?,['DiningTable'],0.0,2,4,"[443, 444, 465, 466]","[328, 344]",floorplan213_18_565_1747094057,1.0,0.0,0.0,1.0
floorplan7_23_794_1747205386_q27,Is Fork in the Sink?,['No'],1.0,2,2,"[121, 167]","[90, 123]",floorplan7_23_794_1747205386,0.0,0.0,1.0,1.0
floorplan215_23_701_1746907273_q24,Where was Vase before you put it to SideTable?,['CoffeeTable'],0.0,2,4,"[433, 434, 455, 456]","[319, 335]",floorplan215_23_701_1746907273,1.0,1.0,0.0,2.0
floorplan230_9_507_1746931717_q14,How many times did you move Candle?,[2],0.0,2,4,"[110, 111, 563, 564]","[83, 426]",floorplan230_9_507_1746931717,1.0,0.0,0.0,1.0
floorplan311_13_434_1746113811_q33,Where did you move the Bowl from the Dresser?,['DiningTable'],0.0,2,4,"[402, 403, 429, 430]","[288, 307]",floorplan311_13_434_1746113811,1.0,1.0,0.0,2.0
floorplan201_19_729_1746905161_q12,Where did you move the CreditCard from the ArmChair?,['CoffeeTable'],1.0,2,4,"[86, 87, 112, 113]","[56, 76]",floorplan201_19_729_1746905161,0.0,0.0,0.0,1.0
floorplan210_24_872_1746994237_q35,Is Pillow on the Sofa?,['No'],0.0,2,2,"[1, 1112]","[0, 811]",floorplan210_24_872_1746994237,0.0,1.0,0.0,1.0
floorplan323_19_932_1747200603_q27,Is CellPhone on the Dresser?,['No'],1.0,2,2,"[1, 1020]","[0, 791]",floorplan323_19_932_1747200603,0.0,1.0,0.0,2.0
floorplan213_20_698_1746915078_q41,How many times did you move Laptop?,[2],0.0,2,4,"[444, 445, 469, 470]","[334, 350]",floorplan213_20_698_1746915078,0.0,1.0,0.0,1.0
floorplan218_10_556_1745368595_q8,Where did you move the KeyChain from the Dresser?,['Sofa'],0.0,2,4,"[73, 74, 95, 96]","[54, 70]",floorplan218_10_556_1745368595,0.0,1.0,0.0,1.0
floorplan7_23_794_1747205386_q26,Is Fork on the Ground?,['No'],1.0,2,2,"[1, 167]","[0, 123]",floorplan7_23_794_1747205386,1.0,1.0,1.0,3.0
floorplan9_31_709_1747114738_q8,Is Apple in the Microwave?,['No'],0.0,2,2,"[42, 663]","[27, 438]",floorplan9_31_709_1747114738,0.0,1.0,0.0,1.0
floorplan218_11_791_1746844704_q8,Is Plate on the DiningTable?,['No'],0.0,2,2,"[86, 871]","[65, 678]",floorplan218_11_791_1746844704,0.0,1.0,0.0,1.0
floorplan210_25_714_1746921166_q9,Is Watch on the Dresser?,['No'],1.0,2,2,"[1, 616]","[0, 445]",floorplan210_25_714_1746921166,1.0,1.0,1.0,3.0
floorplan7_23_794_1747205386_q38,Is DishSponge in the GarbageCan?,['No'],1.0,2,2,"[826, 847]","[594, 608]",floorplan7_23_794_1747205386,0.0,1.0,1.0,2.0
floorplan26_30_702_1747072764_q21,Is Knife on the CounterTop?,['No'],1.0,2,2,"[159, 899]","[110, 601]",floorplan26_30_702_1747072764,0.0,0.0,0.0,1.0
floorplan314_17_418_1744520906_q25,Where was KeyChain before you put it to Dresser?,['Desk'],0.0,2,4,"[564, 565, 580, 581]","[387, 399]",floorplan314_17_418_1744520906,1.0,0.0,0.0,1.0
floorplan9_31_693_1747150877_q8,Is Potato on the CounterTop?,['No'],0.0,2,2,"[1, 1028]","[0, 668]",floorplan9_31_693_1747150877,0.0,1.0,0.0,1.0
floorplan303_30_832_1746979469_q32,Is Cloth on the Shelf?,['No'],1.0,2,2,"[929, 968]","[659, 687]",floorplan303_30_832_1746979469,0.0,1.0,0.0,2.0
floorplan301_25_421_1744331002_q9,Is Pen on the Shelf?,['No'],1.0,2,2,"[1, 427]","[0, 277]",floorplan301_25_421_1744331002,1.0,1.0,1.0,3.0
floorplan218_8_522_1747086125_q11,Where did you move the RemoteControl from the DiningTable?,['Sofa'],0.0,2,4,"[224, 225, 275, 276]","[168, 211]",floorplan218_8_522_1747086125,1.0,0.0,1.0,1.0
floorplan303_27_719_1746840170_q44,Is Cloth on the Ground?,['No'],1.0,2,2,"[1, 760]","[0, 534]",floorplan303_27_719_1746840170,1.0,1.0,1.0,3.0
floorplan210_17_804_1746994276_q9,Where was Watch before you put it to Dresser?,['CoffeeTable'],0.0,2,4,"[525, 526, 570, 571]","[399, 434]",floorplan210_17_804_1746994276,1.0,1.0,0.0,2.0
